zip,donations,total,total_population,donations_per_1000
20773,22,1109.36,NA,NA
20774,841,21914.559999999983,47165,17.831018763913917
20775,8,80,NA,NA
20776,1963,65721.77000000003,3271,600.122286762458
20777,293,20180.67,3687,79.4684024952536
20778,393,16143.259999999997,2079,189.03318903318902
20779,125,5277.000000000001,993,125.88116817724068
20781,158,10096.329999999998,11694,13.511202325979134
20782,7196,26050.830000000293,33398,215.46200371279716
20783,527,9823.730000000003,45302,11.633040483863848
20784,379,17513.350000000002,30270,12.520647505781302
20785,651,38606.709999999955,38878,16.74468851278358
20791,17,605.24,NA,NA
20794,793,15510.410000000007,17939,44.20536261776019
20797,23,328.5799999999999,NA,NA
20810,7,102.54999999999998,NA,NA
20811,8,255,NA,NA
20812,15,2051.1,309,48.543689320388346
20813,43,670.26,NA,NA
20814,2487,202639.16000000053,29021,85.69656455670031
20815,3805,721210.8099999983,30664,124.08687711974954
20816,2495,284897.07999999885,16316,152.91738171120372
20817,3009,522987.4099999978,37315,80.6378132118451
20818,316,18863.17999999999,1971,160.32470826991374
20824,2,10,NA,NA
20825,4,269.4,NA,NA
20827,174,2008.82,NA,NA
20830,20,467.1,NA,NA
20832,3362,114980.55000000096,26437,127.17025381094679
20833,963,30259.05999999992,7369,130.68258922513232
20837,3241,57977.12000000006,6287,515.5081915062827
20838,24,941.08,302,79.47019867549669
20839,18,512.8499999999999,97,185.56701030927834
20841,744,21229.879999999983,11443,65.01791488246089
20842,136,10108.009999999997,1676,81.14558472553699
20849,62,737.24,NA,NA
20850,5886,203583.64000000097,53176,110.6890326463066
20851,719,18287.63,15489,46.42004002840726
20852,4380,157263.340000001,46178,94.85036164407295
20853,2626,124813.38000000051,31061,84.54331798718651
20854,12131,944799.1799999998,49189,246.62017930838195
20855,2795,92437.87000000042,15287,182.83508863740434
20857,2,50,NA,NA
20859,988,20682.46999999992,NA,NA
20860,292,14416.610000000002,2855,102.276707530648
20861,257,11465.850000000008,1449,177.36369910282954
20862,70,3784.6399999999976,341,205.27859237536657
20866,1219,25807.389999999996,16365,74.4882370913535
20868,122,2218.01,780,156.4102564102564
20871,4612,80923.96000000063,18628,247.58428172643332
20872,1755,39932.7499999999,12603,139.25255891454415
20874,4528,132768.29000000193,61087,74.12379065922373
20875,139,4183.309999999999,NA,NA
20876,3321,59598.96000000026,30778,107.90174800181948
20877,4482,135030.5500000012,38423,116.64888217994431
20878,6764,261582.07000000097,63030,107.31397747104555
20879,1423,46258.66000000008,26164,54.38770830148296
20880,2579,3529.360000000013,547,4714.808043875686
20882,2077,55039.370000000104,13988,148.48441521303977
20883,8,379.61,NA,NA
20884,1,1,NA,NA
20885,26,173.35,NA,NA
20886,2666,44448.79999999998,34834,76.53442039386806
20888,51,227.00000000000003,NA,NA
20889,3,2,NA,NA
20895,1821,84943.84000000029,19026,95.71113213497318
20896,54,6205.740000000002,775,69.6774193548387
20901,1373,39357.02999999992,36278,37.846628810849545
20902,2665,111594.10000000116,52908,50.3704543736297
20903,587,24608.239999999972,27973,20.98452078790262
20904,3751,162519.77000000112,55275,67.86069651741293
20905,1413,51927.54000000004,18662,75.71535741078127
20906,5229,113328.51000000157,70749,73.90917186108638
20907,40,632.9200000000002,NA,NA
20908,1,20.24,NA,NA
20910,4974,124519.65000000046,44301,112.27737522855016
20912,343,14698.359999999995,26140,13.121652639632748
20913,1,52.05,NA,NA
20914,1,100,NA,NA
20915,2,10.42,NA,NA
20916,2,10,NA,NA
20918,1,1,NA,NA
20938,1,250,NA,NA
21001,1059,32703.409999999927,24752,42.78442146089205
21005,51,1740.7099999999998,2872,17.75766016713092
21009,5140,66653.2000000004,29905,171.87761243939138
21010,4,76,211,18.95734597156398
21011,6,194,NA,NA
21012,3137,92377.88000000056,21600,145.2314814814815
21013,1870,51311.059999999954,4768,392.1979865771812
21014,7659,148802.47000000265,36538,209.61738464064808
21015,4943,124358.7200000016,29199,169.28661940477414
21017,616,9860.279999999992,6983,88.2142345696692
21020,2,73.93,NA,NA
21022,6,353.2,NA,NA
21023,18,1727.7,NA,NA
21028,651,12705.77,2783,233.9202299676608
21029,996,55820.07999999995,10895,91.4180816888481
21030,2511,108375.52000000064,24396,102.92670929660599
21031,3,121.07,0,Inf
21032,2557,106763.8800000004,8084,316.30380999505195
21034,196,4830.949999999999,3483,56.27332759115705
21035,1619,105207.05000000032,7957,203.46864396129195
21036,128,7781.639999999995,2112,60.60606060606061
21037,2560,132253.67000000077,21046,121.63831606956191
21040,1925,35919.79999999996,24166,79.65736985847884
21041,24,1808.51,NA,NA
21042,5156,197983.37000000064,41195,125.16082048792329
21043,6185,122321.36000000112,47351,130.62026145171168
21044,2871,89628.98000000049,44256,64.87255965292842
21045,2114,65944.75000000004,40365,52.37210454601759
21046,1732,41757.79999999992,15655,110.63557968700096
21047,1600,55999.08000000003,12266,130.44187184086093
21048,1342,54494.54000000002,10276,130.59556247567147
21050,2703,80880.23000000008,18123,149.1474921370634
21051,23,1247.9199999999998,295,77.96610169491527
21052,33,576.63,211,156.39810426540285
21053,1337,18719.859999999982,3225,414.57364341085275
21054,1243,55027.50999999999,11199,110.99205286186267
21056,146,61699,158,924.0506329113924
21057,803,30587.21999999996,4232,189.74480151228735
21060,2913,77188.22000000016,34899,83.46944038511133
21061,4334,94884.25000000096,53860,80.46787968808022
21071,73,2712.2000000000007,581,125.64543889845095
21074,1937,41324.14,15166,127.71989977581433
21075,1098,38737.78999999992,33726,32.55648461127913
21076,1184,37133.1999999999,17442,67.88212360967778
21077,3,86.21000000000001,276,10.869565217391305
21078,3100,79610.61000000061,18366,168.79015572253076
21082,236,4434.750000000003,656,359.7560975609756
21084,1880,31766.83999999992,7603,247.2708141523083
21085,2769,60720.31000000001,16055,172.46963562753038
21087,2194,51768.68000000009,5394,406.74823878383387
21088,5,207.86,NA,NA
21090,912,24629.47999999995,9991,91.2821539385447
21092,1,48.93,NA,NA
21093,9103,260605.55000000255,37996,239.5778503000316
21094,15,371.92,NA,NA
21102,1820,33108.76999999995,11787,154.40739798082635
21104,1121,24535.42999999998,5762,194.55050329746615
21106,2,73.93,NA,NA
21108,2665,93759.31000000042,18782,141.89117239910553
21111,900,31044.06999999993,5387,167.06886950064973
21113,2621,93812.13000000056,34473,76.03051663620805
21114,5108,183088.8100000013,27303,187.08566824158518
21117,3482,100675.68000000092,59301,58.71739093775822
21120,1165,36591.729999999945,7095,164.200140944327
21122,9814,198584.7000000016,61051,160.7508476519631
21123,23,811.1700000000001,NA,NA
21128,1706,38107.33999999993,13985,121.9878441186986
21130,5,202,156,32.05128205128205
21131,986,53588.45,7282,135.4023619884647
21132,1935,26892.71999999997,3232,598.700495049505
21133,853,11557.72999999996,33299,25.616384876422714
21136,5753,117010.2300000019,34177,168.3295783714194
21139,72,2126.1,NA,NA
21140,372,14685.769999999997,3564,104.37710437710437
21144,4088,93118.1200000007,35335,115.69265600679213
21146,4267,170297.64000000138,27555,154.8539285066231
21150,2,260,NA,NA
21152,506,25937.42999999998,5462,92.64005858659831
21153,84,9404.070000000003,447,187.91946308724832
21154,1432,32637.779999999988,5804,246.7263955892488
21155,225,8949.849999999999,2532,88.86255924170617
21156,38,1853.68,316,120.25316455696203
21157,4538,133764.6600000017,37749,120.21510503589498
21158,2036,62736.160000000025,20906,97.38830957619822
21160,432,7897.949999999998,2933,147.2894647118991
21161,855,25529.959999999937,5601,152.65131226566683
21162,327,8861.850000000008,4331,75.50219348880167
21163,2253,31190.8699999999,7030,320.4836415362731
21164,1,100,NA,NA
21201,1094,21142.500000000044,17256,63.39823829392675
21202,492,22378.09999999997,21784,22.585383767903046
21203,13,4779.48,NA,NA
21204,8428,189115.3200000032,21545,391.18124854954743
21205,80,3283.3199999999997,16239,4.926411724859905
21206,814,20841.259999999973,52020,15.647827758554403
21207,511,14736.519999999984,48872,10.455884760189884
21208,3218,69404.8800000002,35266,91.24936199172006
21209,1197,39362.56999999995,28309,42.283372778974886
21210,586,22138.40999999998,15553,37.67761846589082
21211,373,14625.330000000002,16370,22.785583384239462
21212,1784,57711.109999999935,33431,53.363644521551855
21213,222,5964.939999999996,31007,7.159673622085336
21214,930,10893.830000000007,21392,43.47419596110696
21215,1294,21237.409999999996,58283,22.2020143094899
21216,38,780.86,30179,1.2591537161602437
21217,524,7613.850000000001,33644,15.574842468196408
21218,1068,22943.169999999973,47555,22.45820628745663
21219,1407,24274.23999999998,9550,147.32984293193718
21220,6821,123716.15000000082,41051,166.15916786436384
21221,3435,71861.3400000003,42078,81.63410808498503
21222,3186,58565.289999999986,55212,57.704846772440774
21223,189,5440.709999999999,22392,8.440514469453376
21224,4252,97096.64000000036,49332,86.1915186896943
21225,1693,20727.42999999996,34363,49.268108139568724
21226,355,6695.000000000005,6247,56.82727709300464
21227,1904,36017.46000000001,33589,56.685224329393556
21228,8380,190287.5699999994,48196,173.87335048551748
21229,1451,43146.99999999995,45921,31.597743951569
21230,3292,42890.42000000036,34274,96.0494835735543
21231,156,11765.870000000004,15854,9.839788066103191
21234,4150,80660.86000000071,68381,60.689372778988314
21236,5367,102116.84000000118,39707,135.1650842420732
21237,1956,57059.060000000005,30129,64.92084038633875
21239,410,10179.439999999997,30424,13.476202997633449
21240,1,26.03,0,Inf
21241,2,75,NA,NA
21244,549,13203.5,36394,15.084904105072265
21247,7,167.08,NA,NA
21250,2,105.21,2367,0.8449514152936206
21251,50,1973.96,965,51.81347150259067
21252,4,100,2383,1.678556441460344
21263,6,84.28,NA,NA
21279,5,73,NA,NA
21284,4,313.29999999999995,NA,NA
21286,3403,97379.96999999994,19849,171.44440525971083
21287,1,1,NA,NA
21401,8690,458704.35999999574,38315,226.8041237113402
21402,64,1129.13,6669,9.596641175588543
21403,3952,180484.76000000135,31377,125.95213054147943
21404,14,3117.25,NA,NA
21405,107,3649.420000000001,337,317.50741839762617
21409,4980,188649.09000000064,19931,249.86202398274045
21412,6,172.66000000000005,NA,NA
21501,5,30,NA,NA
21502,4775,103737.06000000116,42391,112.64183435163125
21505,2,42.14,NA,NA
21520,98,3721.250000000001,2200,44.54545454545455
21521,33,1075.8800000000003,1102,29.945553539019965
21522,1,47,233,4.291845493562231
21523,7,86.89,188,37.234042553191486
21524,20,457.2,775,25.806451612903224
21529,57,1045.86,434,131.3364055299539
21530,89,1889.75,1859,47.875201721355566
21531,246,7033.79,1868,131.6916488222698
21532,2300,30815.46000000011,14726,156.18633709085972
21536,814,7843.590000000014,4123,197.42905651224837
21538,29,862.24,410,70.73170731707316
21539,32,1421.7499999999998,2606,12.279355333844974
21540,1,21.07,102,9.803921568627452
21541,216,9666.629999999996,1421,152.00562983814214
21543,280,4508.579999999999,276,1014.4927536231885
21545,64,1568.5600000000002,1740,36.7816091954023
21550,1221,35610.61999999992,14077,86.7372309440932
21552,1,1,NA,NA
21555,98,2438.6499999999987,1586,61.7906683480454
21556,2,53.05,NA,NA
21557,69,1298.9399999999994,1410,48.93617021276596
21560,40,438.4,NA,NA
21561,323,20203.78999999999,2464,131.08766233766232
21562,73,1325.5500000000004,3519,20.744529695936343
21601,3519,198588.0400000003,23399,150.39104235223726
21607,10,253.65,737,13.568521031207599
21610,22,612.65,433,50.80831408775981
21612,40,2340.93,381,104.98687664041995
21613,1016,25820.179999999946,17132,59.304226009806214
21617,1393,44502.849999999904,10570,131.78807947019868
21619,1752,53307.83999999997,5964,293.7625754527163
21620,3547,57317.93000000011,12850,276.03112840466923
21622,47,1015.8599999999996,854,55.03512880562061
21623,160,11603.930000000004,1989,80.44243338360987
21624,2,200,175,11.428571428571429
21625,181,6536.09,2583,70.07355787843593
21628,76,1665.3,448,169.64285714285714
21629,702,26028.75999999993,9396,74.71264367816093
21631,106,2140.9599999999996,2814,37.668798862828716
21632,385,8560.209999999992,6078,63.34320500164528
21634,12,660.53,198,60.60606060606061
21635,909,25782.629999999972,1983,458.3963691376702
21636,140,3741.630000000001,1015,137.9310344827586
21638,688,24723.95999999996,5130,134.1130604288499
21639,299,4298.609999999999,5279,56.639515059670394
21640,21,870.59,1499,14.009339559706472
21643,129,3421.1600000000003,5864,21.998635743519785
21644,21,1489.06,90,233.33333333333334
21645,799,16686.719999999976,1261,633.624107850912
21647,2,1046.02,288,6.944444444444444
21648,6,292.18000000000006,175,34.285714285714285
21649,11,251.31,1935,5.684754521963824
21650,36,743.2800000000001,246,146.34146341463415
21651,114,4187.79,2894,39.39184519695923
21652,6,186.33,118,50.84745762711865
21653,5,115.48,143,34.96503496503497
21654,475,35940.680000000015,986,481.7444219066937
21655,911,15795.929999999988,4747,191.9106804297451
21657,81,4380.89,910,89.01098901098901
21658,1085,46045.019999999975,3987,272.13443691999
21659,3060,58483.720000000016,1356,2256.637168141593
21660,318,8391.409999999993,4292,74.09133271202236
21661,1483,30077.569999999967,2487,596.3007639726578
21662,168,15801.980000000009,418,401.9138755980861
21663,1221,42010.009999999944,3424,356.60046728971963
21664,12,606.3299999999999,445,26.966292134831463
21665,55,6186.34,215,255.8139534883721
21666,2612,85565.16000000027,12836,203.49018385789967
21667,5,207,292,17.123287671232877
21668,399,6508.429999999995,1816,219.7136563876652
21669,15,1276.6999999999998,254,59.05511811023622
21671,57,2785.99,984,57.926829268292686
21672,2,46.05,161,12.422360248447204
21673,188,8611.570000000002,3270,57.49235474006116
21675,1,25,90,11.11111111111111
21676,21,710.0500000000001,424,49.528301886792455
21677,128,1134.9900000000007,446,286.99551569506724
21678,43,1922.5899999999997,1842,23.344191096634095
21679,81,2694.7099999999996,289,280.27681660899657
21701,6057,114826.3500000018,37017,163.62752248966692
21702,5174,126991.27000000182,41815,123.73550161425325
21703,2098,67041.95000000004,37473,55.98697729031569
21704,1240,58343.60999999997,16887,73.42926511517736
21705,33,1493.22,3,11000
21710,301,13761.380000000008,4859,61.94690265486726
21711,27,898.0700000000002,1076,25.092936802973977
21713,1288,40229.73999999996,10728,120.05965697240866
21714,12,290.82000000000005,216,55.55555555555555
21715,22,502.48,NA,NA
21716,540,16379.819999999992,5078,106.34107916502559
21717,54,1939.79,77,701.2987012987013
21718,6,494.52,151,39.735099337748345
21719,58,2473.4699999999993,1002,57.88423153692615
21720,6,386.2199999999999,NA,NA
21721,45,432.32,NA,NA
21722,317,9866.599999999997,5748,55.149617258176754
21723,215,3686.479999999998,759,283.2674571805007
21727,756,28446.509999999995,6792,111.30742049469964
21733,22,980.28,897,24.526198439241917
21734,64,1267.72,816,78.43137254901961
21737,149,9376.609999999995,2462,60.519902518277824
21738,1641,31309.770000000022,3827,428.7954010974654
21740,41865,136944.65000000247,61768,677.7781375469498
21741,22,466.39,NA,NA
21742,5487,163741.37000000075,33483,163.87420482035662
21746,9,552.02,3008,2.992021276595745
21750,165,5061.7199999999975,3694,44.66702761234434
21754,1220,39970.79999999996,6667,182.9908504574771
21755,504,21364.609999999982,5603,89.95181152953775
21756,336,22238.630000000005,3056,109.9476439790576
21757,196,10792.840000000004,2793,70.17543859649122
21758,1294,30557.549999999916,5127,252.3893114881997
21762,53,2202.48,202,262.3762376237624
21765,6,551.1,NA,NA
21766,177,1711.669999999999,483,366.4596273291926
21767,271,2927.9700000000003,650,416.9230769230769
21769,1570,39481.69999999997,11629,135.0073093129246
21770,723,20556.359999999997,5513,131.14456738617812
21771,6746,150894.49000000267,29901,225.61118357245576
21773,402,13039.27,5431,74.01951758423864
21774,2844,60800.73000000003,13092,217.23189734188816
21776,1147,15895.469999999972,5516,207.94053662073966
21777,105,5306.590000000001,1868,56.20985010706638
21778,138,3602.839999999998,909,151.81518151815183
21779,121,6273.829999999999,1032,117.24806201550388
21780,106,3914.229999999999,1614,65.67534076827756
21782,271,8791.65,4495,60.28921023359288
21783,718,14984.93999999998,8894,80.72858106588711
21784,6982,355008.319999996,37365,186.85936036397698
21787,1154,26892.229999999985,10173,113.43753071856875
21788,986,20376.15,11910,82.78757346767422
21791,1011,16003.319999999983,5245,192.75500476644422
21793,1537,46443.080000000016,10416,147.56144393241166
21794,384,21564.38999999999,2277,168.6429512516469
21795,917,23988.369999999977,9147,100.25144856237017
21797,2300,90915.01000000056,8873,259.21334385213567
21798,453,9415.339999999993,2057,220.22362664073893
21801,2279,50766.34,29866,76.3075068639925
21802,43,2320.959999999999,90,477.77777777777783
21804,4477,63720.600000000406,40877,109.52369303031044
21810,75,2913.13,814,92.13759213759214
21811,3477,115303.71000000108,24071,144.4476756262723
21813,503,11720.36,2672,188.24850299401197
21814,5,267.12,268,18.656716417910445
21817,551,19574.94999999999,4515,122.0376522702104
21821,73,5392.68,871,83.81171067738231
21822,182,10207.600000000002,1687,107.88381742738589
21824,8,294.93,101,79.20792079207921
21826,1033,11213.05,5325,193.9906103286385
21829,6,113.99,401,14.962593516209475
21830,231,9891.73,4060,56.896551724137936
21835,19,622.25,337,56.37982195845697
21837,85,2525.719999999999,3200,26.5625
21838,168,2872.4799999999996,1657,101.38805069402534
21840,8,342.2,438,18.2648401826484
21841,80,2151.8799999999997,1580,50.63291139240506
21842,6872,94323.41000000104,10655,644.9554199906148
21843,164,18116.730000000003,NA,NA
21849,320,9043.979999999998,3577,89.46044171093095
21850,98,1950.46,2935,33.39011925042589
21851,1760,13319.82000000002,6949,253.27385235285655
21852,2,2,NA,NA
21853,189,7985.15,11957,15.80664046165426
21856,116,1575.8899999999996,875,132.57142857142856
21861,30,750.4300000000003,689,43.54136429608128
21862,7,266.86,90,77.77777777777779
21863,502,14885.14,4657,107.79471762937513
21864,62,422.49,548,113.13868613138686
21865,553,5861.259999999992,594,930.9764309764311
21869,162,3811.920000000001,1145,141.48471615720524
21871,6748,28618.619999999828,2198,3070.063694267516
21872,67,1340.1700000000003,379,176.7810026385224
21874,289,5033.470000000003,1874,154.2155816435432
21875,571,7865.319999999991,6676,85.53025763930496
21901,1807,37834.40000000001,16790,107.62358546754021
21903,722,9080.169999999973,5947,121.40575079872204
21904,429,10706.209999999994,7075,60.63604240282686
21911,2860,39679.05000000002,11130,256.96316262354
21912,116,4251.120000000001,1139,101.84372256365234
21913,40,1308.4999999999995,880,45.45454545454545
21914,28,1399.7300000000002,860,32.55813953488372
21915,262,10522.589999999998,2949,88.84367582231265
21917,138,3712.3899999999994,2127,64.88011283497885
21918,682,13136.439999999982,3692,184.7237269772481
21919,193,7736.6,2919,66.11853374443302
21920,8,227.88,491,16.293279022403258
21921,6986,117748.40000000056,46162,151.33659720116114
21922,22,455.97,NA,NA
21930,1,312.3,132,7.575757575757576
22093,2,90,NA,NA
22312,25,2183.76,NA,NA
22905,1,47,NA,NA
26876,1,1,NA,NA
27549,1,30,NA,NA
28852,16,268,NA,NA
28878,8,146.55,NA,NA
30328,10,88.02,NA,NA
33371,1,1,NA,NA
35791,1,1,NA,NA
35827,1,1,NA,NA
36339,1,1,NA,NA
36362,6,120,NA,NA
37535,1,1,NA,NA
40752,1,1,NA,NA
41880,1,1,NA,NA
42941,1,1,NA,NA
44593,1,1,NA,NA
46432,1,1,NA,NA
55094,1,1,NA,NA
57404,1,1,NA,NA
57876,1,1,NA,NA
59573,1,1,NA,NA
63584,1,1,NA,NA
68775,1,1,NA,NA
70109,1,1,NA,NA
70287,1,1,NA,NA
70960,1,1,NA,NA
71990,1,1,NA,NA
72605,1,1,NA,NA
75177,1,1,NA,NA
75690,1,1,NA,NA
76381,1,1,NA,NA
79023,1,1,NA,NA
79644,1,1,NA,NA
81779,1,1,NA,NA
83486,1,1,NA,NA
86119,1,1,NA,NA
87963,1,1,NA,NA
88952,1,1,NA,NA
89707,1,1,NA,NA
92348,1,1,NA,NA
97645,1,1,NA,NA
98598,1,1,NA,NA
98677,1,1,NA,NA
